id_client,secteur_activite,niveau_education
74169,Petit commerce,Secondaire
74170,Petit commerce,Primaire
74171,Agriculture,Sup̩rieur
74172,Petit commerce,Secondaire
74173,Agriculture,Secondaire
74174,Salari̩ formel,Primaire
74175,Petit commerce,Secondaire
74176,Salari̩ formel,Secondaire
74177,Agriculture,Sup̩rieur
74178,Salari̩ formel,Primaire
74179,Agriculture,Secondaire
74180,Commerce/N̩goce,Sup̩rieur
74181,Petit commerce,Sans dipl̫me
74182,Petit commerce,Sup̩rieur
74183,Salari̩ formel,Secondaire
74184,Salari̩ formel,Sup̩rieur
74185,Salari̩ formel,Sup̩rieur
74186,Agriculture,Sans dipl̫me
74187,Petit commerce,Sup̩rieur
74188,Salari̩ formel,Primaire
74189,Agriculture,Secondaire
74190,Salari̩ formel,Secondaire
74191,Agriculture,Primaire
74192,Commerce/N̩goce,Secondaire
74193,Petit commerce,Primaire
74194,Petit commerce,Secondaire
74195,Salari̩ formel,Secondaire
74196,Agriculture,Secondaire
74197,Petit commerce,Secondaire
74198,Salari̩ formel,Secondaire
74199,Salari̩ formel,Primaire
74200,Petit commerce,Sans dipl̫me
74201,Agriculture,Primaire
74202,Petit commerce,Sup̩rieur
74203,Petit commerce,Secondaire
74204,Petit commerce,Sup̩rieur
74205,Petit commerce,Sans dipl̫me
74206,Agriculture,Sup̩rieur
74207,Agriculture,Primaire
74208,Petit commerce,Sup̩rieur
74209,Agriculture,Sup̩rieur
74210,Agriculture,Sup̩rieur
74211,Salari̩ formel,Primaire
74212,Agriculture,Sup̩rieur
74213,Petit commerce,Primaire
74214,Petit commerce,Secondaire
74215,Salari̩ formel,Primaire
74216,Salari̩ formel,Primaire
74217,Salari̩ formel,Sup̩rieur
74218,Petit commerce,Secondaire
74219,Petit commerce,Sup̩rieur
74220,Agriculture,Secondaire
74221,Salari̩ formel,Sans dipl̫me
74222,Agriculture,Primaire
74223,Agriculture,Primaire
74224,Petit commerce,Primaire
74225,Agriculture,Secondaire
74226,Salari̩ formel,Primaire
74227,Salari̩ formel,Sup̩rieur
74228,Petit commerce,Secondaire
74229,Petit commerce,Sup̩rieur
74230,Petit commerce,Secondaire
74231,Salari̩ formel,Sup̩rieur
74232,Petit commerce,Primaire
74233,Salari̩ formel,Sans dipl̫me
74234,Agriculture,Secondaire
74235,Petit commerce,Secondaire
74236,Petit commerce,Primaire
74237,Petit commerce,Sup̩rieur
74238,Salari̩ formel,Sans dipl̫me
74239,Agriculture,Primaire
74240,Petit commerce,Secondaire
74241,Agriculture,Secondaire
74242,Petit commerce,Sans dipl̫me
74243,Salari̩ formel,Secondaire
74244,Profession lib̩rale,Primaire
74245,Agriculture,Sup̩rieur
74246,Petit commerce,Sans dipl̫me
74247,Agriculture,Primaire
74248,Petit commerce,Primaire
74249,Agriculture,Secondaire
74250,Agriculture,Sans dipl̫me
74251,Commerce/N̩goce,Sans dipl̫me
74252,Agriculture,Primaire
74253,Petit commerce,Secondaire
74254,Petit commerce,Sup̩rieur
74255,Agriculture,Primaire
74256,Agriculture,Sans dipl̫me
74257,Salari̩ formel,Secondaire
74258,Petit commerce,Sup̩rieur
74259,Petit commerce,Secondaire
74260,Petit commerce,Secondaire
74261,Agriculture,Sup̩rieur
74262,Petit commerce,Secondaire
74263,Salari̩ formel,Secondaire
74264,Salari̩ formel,Secondaire
74265,Salari̩ formel,Sup̩rieur
74266,Salari̩ formel,Secondaire
74267,Salari̩ formel,Secondaire
74268,Petit commerce,Sup̩rieur
74269,Artisanat,Sup̩rieur
74270,Agriculture,Sup̩rieur
74271,Agriculture,Sans dipl̫me
74272,Agriculture,Primaire
74273,Petit commerce,Sup̩rieur
74274,Petit commerce,Secondaire
74275,Petit commerce,Primaire
74276,Salari̩ formel,Sans dipl̫me
74277,Agriculture,Sans dipl̫me
74278,Petit commerce,Primaire
74279,Petit commerce,Sans dipl̫me
74280,Petit commerce,Primaire
74281,Agriculture,Secondaire
74282,Agriculture,Sans dipl̫me
74283,Salari̩ formel,Primaire
74284,Salari̩ formel,Sup̩rieur
74285,Salari̩ formel,Primaire
74286,Agriculture,Primaire
74287,Salari̩ formel,Sans dipl̫me
74288,Petit commerce,Secondaire
74289,Petit commerce,Secondaire
74290,Agriculture,Secondaire
74291,Salari̩ formel,Secondaire
74292,Salari̩ formel,Secondaire
74293,Agriculture,Secondaire
74294,Salari̩ formel,Secondaire
74295,Agriculture,Sup̩rieur
74296,Agriculture,Secondaire
74297,Profession lib̩rale,Secondaire
74298,Salari̩ formel,Primaire
74299,Salari̩ formel,Primaire
74300,Salari̩ formel,Secondaire
74301,Agriculture,Primaire
74302,Commerce/N̩goce,Secondaire
74303,Petit commerce,Secondaire
74304,Profession lib̩rale,Primaire
74305,Salari̩ formel,Primaire
74306,Agriculture,Primaire
74307,Salari̩ formel,Secondaire
74308,Agriculture,Sans dipl̫me
74309,Petit commerce,Secondaire
74310,Agriculture,Secondaire
74311,Agriculture,Secondaire
74312,Agriculture,Sans dipl̫me
74313,Salari̩ formel,Sup̩rieur
74314,Agriculture,Secondaire
74315,Salari̩ formel,Sans dipl̫me
74316,Agriculture,Secondaire
74317,Salari̩ formel,Sans dipl̫me
74318,Salari̩ formel,Secondaire
74319,Salari̩ formel,Sans dipl̫me
74320,Salari̩ formel,Secondaire
74321,Agriculture,Sans dipl̫me
74322,Agriculture,Sup̩rieur
74323,Salari̩ formel,Secondaire
74324,Salari̩ formel,Sup̩rieur
74325,Salari̩ formel,Secondaire
74326,Petit commerce,Sans dipl̫me
74327,Petit commerce,Primaire
74328,Agriculture,Secondaire
74329,Petit commerce,Primaire
74330,Petit commerce,Primaire
74331,Salari̩ formel,Sup̩rieur
74332,Salari̩ formel,Primaire
74333,Petit commerce,Secondaire
74334,Petit commerce,Secondaire
74335,Petit commerce,Sans dipl̫me
74336,Salari̩ formel,Secondaire
74337,Agriculture,Secondaire
74338,Petit commerce,Primaire
74339,Agriculture,Secondaire
74340,Agriculture,Sup̩rieur
74341,Petit commerce,Sup̩rieur
74342,Agriculture,Sup̩rieur
74343,Agriculture,Sans dipl̫me
74344,Petit commerce,Sup̩rieur
74345,Commerce/N̩goce,Sup̩rieur
74346,Petit commerce,Secondaire
74347,Petit commerce,Secondaire
74348,Salari̩ formel,Primaire
74349,Salari̩ formel,Secondaire
74350,Agriculture,Sup̩rieur
74351,Petit commerce,Primaire
74352,Petit commerce,Sup̩rieur
74353,Agriculture,Sup̩rieur
74354,Salari̩ formel,Secondaire
74355,Petit commerce,Sup̩rieur
74356,Agriculture,Primaire
74357,Salari̩ formel,Secondaire
74358,Agriculture,Secondaire
74359,Artisanat,Secondaire
74360,Salari̩ formel,Sans dipl̫me
74361,Petit commerce,Sans dipl̫me
74362,Salari̩ formel,Primaire
74363,Petit commerce,Sup̩rieur
74364,Agriculture,Secondaire
74365,Petit commerce,Secondaire
74366,Petit commerce,Sans dipl̫me
74367,Agriculture,Secondaire
74368,Agriculture,Primaire
74369,Petit commerce,Sans dipl̫me
74370,Agriculture,Sup̩rieur
74371,Petit commerce,Secondaire
74372,Salari̩ formel,Primaire
74373,Commerce/N̩goce,Sup̩rieur
74374,Salari̩ formel,Secondaire
74375,Agriculture,Primaire
74376,Salari̩ formel,Secondaire
74377,Profession lib̩rale,Primaire
74378,Commerce/N̩goce,Secondaire
74379,Agriculture,Primaire
74380,Salari̩ formel,Secondaire
74381,Petit commerce,Sup̩rieur
74382,Salari̩ formel,Primaire
74383,Agriculture,Secondaire
74384,Agriculture,Secondaire
74385,Salari̩ formel,Sans dipl̫me
74386,Petit commerce,Primaire
74387,Salari̩ formel,Primaire
74388,Salari̩ formel,Secondaire
74389,Agriculture,Sup̩rieur
74390,Petit commerce,Sup̩rieur
74391,Petit commerce,Secondaire
74392,Petit commerce,Secondaire
74393,Petit commerce,Primaire
74394,Salari̩ formel,Sup̩rieur
74395,Petit commerce,Sup̩rieur
74396,Petit commerce,Primaire
74397,Agriculture,Secondaire
74398,Agriculture,Sup̩rieur
74399,Agriculture,Secondaire
74400,Agriculture,Secondaire
74401,Petit commerce,Secondaire
74402,Salari̩ formel,Sup̩rieur
74403,Commerce/N̩goce,Secondaire
74404,Agriculture,Secondaire
74405,Agriculture,Sup̩rieur
74406,Petit commerce,Sup̩rieur
74407,Agriculture,Primaire
74408,Agriculture,Sans dipl̫me
74409,Agriculture,Secondaire
74410,Agriculture,Sans dipl̫me
74411,Salari̩ formel,Sup̩rieur
74412,Petit commerce,Secondaire
74413,Salari̩ formel,Primaire
74414,Petit commerce,Sup̩rieur
74415,Petit commerce,Sup̩rieur
74416,Petit commerce,Sans dipl̫me
74417,Salari̩ formel,Secondaire
74418,Salari̩ formel,Sans dipl̫me
74419,Agriculture,Sans dipl̫me
74420,Salari̩ formel,Secondaire
74421,Commerce/N̩goce,Sans dipl̫me
74422,Agriculture,Primaire
74423,Agriculture,Sans dipl̫me
74424,Petit commerce,Secondaire
74425,Petit commerce,Secondaire
74426,Salari̩ formel,Secondaire
74427,Salari̩ formel,Sup̩rieur
74428,Petit commerce,Primaire
74429,Salari̩ formel,Secondaire
74430,Agriculture,Sans dipl̫me
74431,Agriculture,Secondaire
74432,Petit commerce,Primaire
74433,Salari̩ formel,Secondaire
74434,Salari̩ formel,Sup̩rieur
74435,Petit commerce,Sup̩rieur
74436,Agriculture,Primaire
74437,Agriculture,Primaire
74438,Salari̩ formel,Secondaire
74439,Petit commerce,Primaire
74440,Petit commerce,Secondaire
74441,Agriculture,Secondaire
74442,Agriculture,Primaire
74443,Salari̩ formel,Sans dipl̫me
74444,Agriculture,Primaire
74445,Salari̩ formel,Sup̩rieur
74446,Petit commerce,Secondaire
74447,Petit commerce,Sup̩rieur
74448,Agriculture,Primaire
74449,Agriculture,Secondaire
74450,Salari̩ formel,Secondaire
74451,Petit commerce,Secondaire
74452,Salari̩ formel,Sans dipl̫me
74453,Petit commerce,Sans dipl̫me
74454,Agriculture,Secondaire
74455,Agriculture,Secondaire
74456,Petit commerce,Primaire
74457,Salari̩ formel,Secondaire
74458,Petit commerce,Sup̩rieur
74459,Petit commerce,Sup̩rieur
74460,Agriculture,Primaire
74461,Petit commerce,Primaire
74462,Agriculture,Secondaire
74463,Agriculture,Primaire
74464,Petit commerce,Sans dipl̫me
74465,Petit commerce,Sans dipl̫me
74466,Petit commerce,Secondaire
74467,Petit commerce,Secondaire
74468,Artisanat,Secondaire
74469,Petit commerce,Sup̩rieur
74470,Agriculture,Sans dipl̫me
74471,Agriculture,Primaire
74472,Salari̩ formel,Sans dipl̫me
74473,Agriculture,Sans dipl̫me
74474,Salari̩ formel,Secondaire
74475,Petit commerce,Primaire
74476,Commerce/N̩goce,Secondaire
74477,Salari̩ formel,Secondaire
74478,Petit commerce,Secondaire
74479,Agriculture,Secondaire
74480,Salari̩ formel,Sup̩rieur
74481,Agriculture,Sup̩rieur
74482,Petit commerce,Secondaire
74483,Salari̩ formel,Secondaire
74484,Petit commerce,Primaire
74485,Commerce/N̩goce,Secondaire
74486,Petit commerce,Sans dipl̫me
74487,Agriculture,Primaire
74488,Petit commerce,Primaire
74489,Salari̩ formel,Primaire
74490,Petit commerce,Secondaire
74491,Petit commerce,Sup̩rieur
74492,Salari̩ formel,Sans dipl̫me
74493,Agriculture,Secondaire
74494,Petit commerce,Sup̩rieur
74495,Salari̩ formel,Secondaire
74496,Salari̩ formel,Sup̩rieur
74497,Salari̩ formel,Secondaire
74498,Salari̩ formel,Secondaire
74499,Agriculture,Sup̩rieur
74500,Salari̩ formel,Sup̩rieur
74501,Petit commerce,Secondaire
74502,Agriculture,Sans dipl̫me
74503,Salari̩ formel,Primaire
74504,Petit commerce,Secondaire
74505,Agriculture,Secondaire
74506,Petit commerce,Secondaire
74507,Agriculture,Sup̩rieur
74508,Salari̩ formel,Primaire
74509,Petit commerce,Sans dipl̫me
74510,Salari̩ formel,Sup̩rieur
74511,Petit commerce,Sup̩rieur
74512,Commerce/N̩goce,Primaire
74513,Salari̩ formel,Primaire
74514,Profession lib̩rale,Sans dipl̫me
74515,Salari̩ formel,Sup̩rieur
74516,Salari̩ formel,Secondaire
74517,Salari̩ formel,Sans dipl̫me
74518,Salari̩ formel,Sup̩rieur
74519,Agriculture,Secondaire
74520,Petit commerce,Secondaire
74521,Petit commerce,Sans dipl̫me
74522,Salari̩ formel,Primaire
74523,Petit commerce,Sans dipl̫me
74524,Petit commerce,Secondaire
74525,Agriculture,Sup̩rieur
74526,Salari̩ formel,Sup̩rieur
74527,Salari̩ formel,Sup̩rieur
74528,Profession lib̩rale,Primaire
74529,Agriculture,Primaire
74530,Agriculture,Sup̩rieur
74531,Salari̩ formel,Secondaire
74532,Agriculture,Sans dipl̫me
74533,Salari̩ formel,Primaire
74534,Agriculture,Secondaire
74535,Agriculture,Sup̩rieur
74536,Petit commerce,Sup̩rieur
74537,Agriculture,Secondaire
74538,Petit commerce,Primaire
74539,Profession lib̩rale,Sans dipl̫me
74540,Petit commerce,Sup̩rieur
74541,Agriculture,Secondaire
74542,Agriculture,Primaire
74543,Agriculture,Sup̩rieur
74544,Salari̩ formel,Secondaire
74545,Agriculture,Sup̩rieur
74546,Petit commerce,Secondaire
74547,Agriculture,Sup̩rieur
74548,Petit commerce,Sup̩rieur
74549,Salari̩ formel,Sans dipl̫me
74550,Petit commerce,Primaire
74551,Commerce/N̩goce,Secondaire
74552,Salari̩ formel,Primaire
74553,Petit commerce,Primaire
74554,Agriculture,Secondaire
74555,Salari̩ formel,Sans dipl̫me
74556,Profession lib̩rale,Secondaire
74557,Salari̩ formel,Primaire
74558,Agriculture,Sans dipl̫me
74559,Salari̩ formel,Sup̩rieur
74560,Agriculture,Primaire
74561,Agriculture,Sans dipl̫me
74562,Petit commerce,Sans dipl̫me
74563,Salari̩ formel,Sup̩rieur
74564,Agriculture,Primaire
74565,Petit commerce,Primaire
74566,Salari̩ formel,Sup̩rieur
74567,Agriculture,Secondaire
74568,Agriculture,Secondaire
74569,Agriculture,Secondaire
74570,Artisanat,Primaire
74571,Agriculture,Sup̩rieur
74572,Salari̩ formel,Sans dipl̫me
74573,Commerce/N̩goce,Sans dipl̫me
74574,Petit commerce,Sup̩rieur
74575,Petit commerce,Primaire
74576,Petit commerce,Sup̩rieur
74577,Salari̩ formel,Secondaire
74578,Salari̩ formel,Secondaire
74579,Salari̩ formel,Sans dipl̫me
74580,Agriculture,Primaire
74581,Salari̩ formel,Secondaire
74582,Salari̩ formel,Primaire
74583,Agriculture,Sans dipl̫me
74584,Petit commerce,Primaire
74585,Petit commerce,Secondaire
74586,Agriculture,Secondaire
74587,Agriculture,Secondaire
74588,Agriculture,Primaire
74589,Agriculture,Primaire
74590,Salari̩ formel,Secondaire
74591,Petit commerce,Primaire
74592,Agriculture,Secondaire
74593,Agriculture,Primaire
74594,Profession lib̩rale,Sup̩rieur
74595,Petit commerce,Sup̩rieur
74596,Salari̩ formel,Primaire
74597,Petit commerce,Secondaire
74598,Agriculture,Sans dipl̫me
74599,Salari̩ formel,Primaire
74600,Petit commerce,Secondaire
74601,Salari̩ formel,Primaire
74602,Agriculture,Primaire
74603,Agriculture,Secondaire
74604,Agriculture,Primaire
74605,Agriculture,Sans dipl̫me
74606,Salari̩ formel,Primaire
74607,Salari̩ formel,Sans dipl̫me
74608,Agriculture,Secondaire
74609,Commerce/N̩goce,Primaire
74610,Agriculture,Sans dipl̫me
74611,Agriculture,Sans dipl̫me
74612,Petit commerce,Sans dipl̫me
74613,Salari̩ formel,Secondaire
74614,Profession lib̩rale,Sup̩rieur
74615,Agriculture,Secondaire
74616,Petit commerce,Sup̩rieur
74617,Agriculture,Secondaire
74618,Profession lib̩rale,Secondaire
74619,Agriculture,Primaire
74620,Salari̩ formel,Sup̩rieur
74621,Agriculture,Sans dipl̫me
74622,Petit commerce,Secondaire
74623,Salari̩ formel,Secondaire
74624,Salari̩ formel,Primaire
74625,Agriculture,Sans dipl̫me
74626,Salari̩ formel,Primaire
74627,Agriculture,Sans dipl̫me
74628,Petit commerce,Sup̩rieur
74629,Salari̩ formel,Sans dipl̫me
74630,Petit commerce,Secondaire
74631,Profession lib̩rale,Secondaire
74632,Salari̩ formel,Secondaire
74633,Salari̩ formel,Primaire
74634,Agriculture,Sup̩rieur
74635,Salari̩ formel,Sans dipl̫me
74636,Salari̩ formel,Secondaire
74637,Salari̩ formel,Secondaire
74638,Petit commerce,Primaire
74639,Agriculture,Sup̩rieur
74640,Agriculture,Primaire
74641,Agriculture,Secondaire
74642,Salari̩ formel,Primaire
74643,Salari̩ formel,Sans dipl̫me
74644,Salari̩ formel,Sans dipl̫me
74645,Agriculture,Sans dipl̫me
74646,Petit commerce,Secondaire
74647,Agriculture,Secondaire
74648,Agriculture,Primaire
74649,Petit commerce,Secondaire
74650,Salari̩ formel,Sans dipl̫me
74651,Salari̩ formel,Sans dipl̫me
74652,Agriculture,Sup̩rieur
74653,Petit commerce,Secondaire
74654,Agriculture,Primaire
74655,Agriculture,Primaire
74656,Agriculture,Primaire
74657,Petit commerce,Primaire
74658,Salari̩ formel,Sup̩rieur
74659,Agriculture,Secondaire
74660,Petit commerce,Secondaire
74661,Petit commerce,Sans dipl̫me
74662,Profession lib̩rale,Sup̩rieur
74663,Commerce/N̩goce,Sup̩rieur
74664,Agriculture,Sup̩rieur
74665,Profession lib̩rale,Secondaire
74666,Petit commerce,Primaire
74667,Salari̩ formel,Primaire
74668,Petit commerce,Secondaire
74669,Agriculture,Secondaire
74670,Agriculture,Secondaire
74671,Agriculture,Secondaire
74672,Commerce/N̩goce,Secondaire
74673,Salari̩ formel,Sup̩rieur
74674,Agriculture,Secondaire
74675,Petit commerce,Secondaire
74676,Agriculture,Primaire
74677,Petit commerce,Sup̩rieur
74678,Salari̩ formel,Sup̩rieur
74679,Salari̩ formel,Secondaire
74680,Salari̩ formel,Primaire
74681,Salari̩ formel,Secondaire
74682,Agriculture,Sans dipl̫me
74683,Profession lib̩rale,Secondaire
74684,Agriculture,Secondaire
74685,Agriculture,Secondaire
74686,Petit commerce,Secondaire
74687,Agriculture,Sup̩rieur
74688,Petit commerce,Secondaire
74689,Salari̩ formel,Secondaire
74690,Salari̩ formel,Secondaire
74691,Salari̩ formel,Primaire
74692,Petit commerce,Sans dipl̫me
74693,Agriculture,Sans dipl̫me
74694,Salari̩ formel,Secondaire
74695,Salari̩ formel,Sup̩rieur
74696,Agriculture,Sans dipl̫me
74697,Salari̩ formel,Sup̩rieur
74698,Salari̩ formel,Sup̩rieur
74699,Petit commerce,Sup̩rieur
74700,Agriculture,Secondaire
74701,Commerce/N̩goce,Secondaire
74702,Salari̩ formel,Secondaire
74703,Salari̩ formel,Primaire
74704,Agriculture,Sans dipl̫me
74705,Salari̩ formel,Secondaire
74706,Petit commerce,Secondaire
74707,Petit commerce,Primaire
74708,Agriculture,Primaire
74709,Agriculture,Sup̩rieur
74710,Petit commerce,Sup̩rieur
74711,Agriculture,Primaire
74712,Agriculture,Sup̩rieur
74713,Salari̩ formel,Sans dipl̫me
74714,Salari̩ formel,Sup̩rieur
74715,Salari̩ formel,Sup̩rieur
74716,Petit commerce,Sup̩rieur
74717,Petit commerce,Secondaire
74718,Agriculture,Primaire
74719,Salari̩ formel,Primaire
74720,Agriculture,Sans dipl̫me
74721,Petit commerce,Secondaire
74722,Agriculture,Sans dipl̫me
74723,Petit commerce,Sup̩rieur
74724,Petit commerce,Secondaire
74725,Agriculture,Secondaire
74726,Petit commerce,Secondaire
74727,Petit commerce,Sup̩rieur
74728,Salari̩ formel,Secondaire
74729,Agriculture,Primaire
74730,Agriculture,Primaire
74731,Agriculture,Sup̩rieur
74732,Petit commerce,Sans dipl̫me
74733,Petit commerce,Secondaire
74734,Petit commerce,Sup̩rieur
74735,Agriculture,Sup̩rieur
74736,Salari̩ formel,Primaire
74737,Petit commerce,Secondaire
74738,Agriculture,Secondaire
74739,Agriculture,Secondaire
74740,Salari̩ formel,Secondaire
74741,Agriculture,Secondaire
74742,Salari̩ formel,Primaire
74743,Salari̩ formel,Secondaire
74744,Agriculture,Sup̩rieur
74745,Agriculture,Secondaire
74746,Agriculture,Secondaire
74747,Petit commerce,Sans dipl̫me
74748,Salari̩ formel,Secondaire
74749,Agriculture,Primaire
74750,Salari̩ formel,Secondaire
74751,Commerce/N̩goce,Primaire
74752,Petit commerce,Secondaire
74753,Commerce/N̩goce,Secondaire
74754,Salari̩ formel,Primaire
74755,Agriculture,Sans dipl̫me
74756,Petit commerce,Secondaire
74757,Salari̩ formel,Secondaire
74758,Petit commerce,Secondaire
74759,Salari̩ formel,Secondaire
74760,Profession lib̩rale,Primaire
74761,Salari̩ formel,Sup̩rieur
74762,Agriculture,Secondaire
74763,Salari̩ formel,Secondaire
74764,Agriculture,Sup̩rieur
74765,Profession lib̩rale,Secondaire
74766,Salari̩ formel,Sans dipl̫me
74767,Artisanat,Primaire
74768,Salari̩ formel,Secondaire
74769,Salari̩ formel,Secondaire
